id,input,label,Abbreviation,Phonetic,Orthographic,Semantic,Emoji,Other
6940,最近搬新家了 花了很多钱 把我刚上班这几个月存的钱基本花的差不多了（虽然也没存多少） 但不知道是不是因为是自己花钱买的家具 所有东西我都很爱护 我可以每天打扫一遍卫生 每次躺在床上都很幸福 但也很焦虑 我的法硕学习计划停了很久了 到目前为止也只听了几节课 每天上班的时候也会很心烦 工作忙的时候会很生气 会很想发火 控制不住自己的情绪 然后一回到家就会觉得自己又虚度了一天 也学习不进去 总感觉离自己想要成为的差了很多 因此感到心烦这个周末我的哥哥姐姐弟弟妹妹们来我新家玩了 我们晚上一起玩黑桃五 输了的做真心话大冒险惩罚 我其实比较喜欢真心话惩罚 因为大家都知根知底 没什么好奇的 直到姐姐问了我一个问题 把我难住了 姐姐问我 我现在还想要什么 只能是物质的 不能是精神上的（梦想啊、希望啊什么的） 我想了好久好久 我们现在一起玩的这个屋子里面 所有的东西 都是我想要并且我也得到了的东西 就算还不在屋子里 也在快递的路上 为了回答这个问题 我真的想了好久 也因为这个问题 我突然发现 我真的对自己很好 也真的很幸福 小时候的自己得不到想要的会很难受 长大后有了工资后 我真的想要什么就得到什么（在我能力范围内）  现在的我是小时候的我最羡慕的样子 真实地感受到了物质上的丰足了后 真的感觉自己在精神上好像没有那么焦虑和烦躁了 一定要懂得满足 不要因为一直看前路而忘记了自己现在拥有的有多幸福 收起d,不违规,,,,,,
6941,为了防止碗盆互撕名牌楼丝说be ​,不违规,,,,,,
6942,真诚的、朴实的语言，却深深地打动了我，如同这剧一样谭松韵seven#谭松韵方婉之#  #谭松韵长文告别我的山与海# ​,不违规,,,,,,
6943,如果我的舍友是大厨： 在胃不舒服的时候会给我煮加荷包蛋的清汤面 胃口好的时候来一份油泼热干面下了课可以吃到四种菜➕米饭在宿舍可以吃到十七种配菜两种锅底的火锅还有贵州烙锅 ​,不违规,,,,,,
6944,4.1 中国特色社会主义进入新时代,不违规,,,,,,
6945,赌博会受到怎样的处罚？处理部门、所需资料、法律依据全解读,不违规,,,,,,
6946,把游泳课安排在周一，导致我现在产生了比周一要上班更大的压力！打开微博我还在乱点评小官姐，这是我应该respect的游泳之神啊！ ​,不违规,,,,,,
6947,上午，队友送六六上课，我在阳台拖地，一不小心额头撞上了窗角，疼得叫出了声。伊伊迅速跑了过来，惊呼:“妈妈，你头流血啦！”连忙找来碘伏。    消过毒后，伊伊说，“妈妈，要不给爸爸打个电话吧。”   我问道，“为什么啊？”    伊伊说，“毕竟撞到了头，会影响你思考的。”    我笑着说，“你是说我会变傻吗？”    伊伊笑而不语。​     我逗道，“你说，妈妈要是真变傻了，你爸爸还会要我吗？”​     伊伊沉默了一会儿，说，“妈妈，不管你变成什么样，我都会要你的，我到时把存的压岁钱给你。”​     我笑道，“我又不是没工作了，不需要花你的钱。”​     伊伊说，“你都傻了，你们单位还会要你吗？”    她这是脑补了多少剧情[捂脸]​    队友一回到家，伊伊立马奔了过去，“爸爸，快来看看妈妈，她撞破头啦！”队友一听撞到窗户了，忙问，“有没有把血挤干净，要不要去打破伤风。”​     伊伊悄悄对我说，“妈妈，爸爸还是爱你的。”​      临近中午，一起接了下课的六六去放风。刚上车，队友说，“六六，你妈头撞破了。”           六六连忙探到前座，“妈妈，怎么样啦，快给我看看！”​       平淡生活中的一个小涟漪。 收起d,不违规,,,,,,
6948,12Y3M8D，5Y6M25D瑞宝说零食吃腻了，然后拿起了润喉糖安宝最爱和菜鸟驿站门口的狗子玩，天天说要去拿快递，要去找小柚子。 ​,不违规,,,,,,
6949,2026年弘石同框安排上！ #弘叶题石# #黄子弘凡石凯# #弘石# L趣味播报小达人的微博视频 ​,不违规,,1.0,,,,
6950,"#新SU7北京开到上海仅充1次电# 雷军亲自回应新SU7媒体实测，这在车企里不算常见，但也反映出新势力一贯的沟通风格，创始人直面争议，把技术话题拉到公众层面讨论。

他没有急着的表述，而是承认测试条件对续航有影响，同时指出车辆在能耗管理上的优化逻辑。这种回应方式其实比硬碰硬的数据更有说服力，因为用户真正关心的不是实验室里的极限值！

而是日常使用中会不会“虚标”。把实测拿出来说，本身就是一种对产品自信的体现。#雷军回应媒体北京上海高速续航实测# 收起d",不违规,,,,,,
6951,足球超话 北京时间3月22日西班牙足球甲级联赛 联赛 第29轮，塞尔塔主场对阵阿拉维斯。塞尔塔胡特格拉梅开二度，乌戈-阿尔瓦雷斯破门。阿拉维斯托尼-马丁内斯梅开二度，安赫尔-佩雷斯破门，雷巴赫破门。最终比分塞尔塔 3-4 阿拉维斯#体育##足球##聊球推荐# ​,不违规,,,,,,
6952,大批00后开始坐牢！这5大罪名占90%,不违规,,,,,,
6953,"#微博声浪计划##听见微博##女性成长# 沉默从来不是婚姻的天敌，不懂相处才是。只要找对方法，用心经营，即便面对闷葫芦老公，也能打破沟通壁垒，让婚姻充满温情与话语，在细水长流的相处中，收获稳稳的幸福与长久的陪伴。

好的婚姻，是让沉默的人愿意开口，让内敛的人懂得表达。愿每一位妻子，都能掌握与闷葫芦丈夫相处的智慧，用爱与理解，唤醒伴侣的表达欲，让婚姻在双向奔赴的交流中，愈发温暖圆满。#微博兴趣创作计划#微博兴趣创作计划超话 王裕雅沙龙的微博音频 收起d",不违规,,,,,,
6954,给哈气玩逗猫棒，抬得太高她蹦了半天发现太高够不到，来杆子这边站起来压住了杆子哈气：行了行了，太高了，你低一点#小虾家の暹罗猫# ​,不违规,,,,,,
6955,智慧宝贝本周小宝说了超级多闪光语言以后可以建立一个小宝智慧语录每一句话都是经典之经典歌手宝贝周末欣赏小宝唱歌音色无敌 期待学成归来美丽宝贝本周小宝时装周饭店+散步80%注视率小宝温和点再悠闲点那岂不是完美主义了？保持平和心态 稳步向前 一步一脚印gogogo03.16机器人总动员03.17霸王别姬03.18千与千寻03.19羽毛球03.21音乐课 网球课 康友四季 张董很久以前03.22网球 张董陈王杨好好餐室 徐滨散步 收起d,不违规,,,,,,
6956,英伟达正在发生一场根本性转变。景顺长城基金 经理农冰立接受新浪财经 驻美记者郑峻采访时说，黄仁勋提出的“AI工厂”意味着算力从成本变成了能产生回报的投入。真正的护城河是二十年建起的CUDA生态，最看好光互联和AI Agent变现。谈AI泡沫为时过早，算力仍供不应求。 L新浪基金的微博视频 ​,不违规,,1.0,,,,
6957,周也超话 和夏晓兰一起玩旋转木马🎠#周也你好1983# ​,不违规,,,,,,
6958,黄金大买家的重大转向！土耳其央行在伊朗战争期间抛售80亿美元黄金,不违规,,,,,,
6959,买了这些。。虽然都不贵但是也花了挺多钱，是一种鸟往窝里叼亮晶晶的东西的行为，有的还挺有趣的，其实我没有时间玩，我就是通过买点什么来缓解情绪 ​,不违规,,,,,,
6960,今天上了好多课，回家兴高采烈的准备食物，切南瓜的时候被小叨叨弄了一个窟窿🫤，一直往外，还好家里附近有小诊所，然后包扎了，但是回来后还是止不住感觉🥲明天要去打破伤风了好疼出了小诊所眼泪就滴滴哒，这一周再也不做饭了🫤不是这块料 ​,不违规,,,,,,
6961,冯建宇超话 真的好喜欢宇宇，今天工作室发的宇宇好可爱，宇宇多看看风景，多逛逛，要每天开心哦～又是一张旧图～[USER] 宝宝，我爱你，晚安～ ​,不违规,,,,,,
6962,"极致温柔的短句朋友圈文案。

1、“生活不在别处，当下即是全部。”

2、“路上见识世界，途中认清自己。”

3、“不图事事圆满，但愿事事甘心。”

4、“该相见的人总有一天会相见的。”

5、“所见皆为美好，所行不负年少。”

6、“小朋友是要随时被放进怀里的。”

7、“路过山水万程祝自己与温柔重逢。”

8、“心怀浪漫宇宙，也珍惜人间日常。”

9、“努力到一定程度幸运会不期而至。”

10、“夏天的海边有冰淇淋口味的海风。”

11、“那就祝你有数不尽的鲜花的浪漫。”

12、“一切都会好的，城南的花都开了。”

13、“关于明天的事后天我们就知道了。”

14、“见过花开的人便会懂得风的温柔。”

15、“没有动态的时候，都在好好生活。”

16、“兜兜转转的重逢才是浪漫的开始。”

17、“生活再苟且也要把自己收拾干净。”

18、“看过花开的人便会懂得风的温柔。”

19、“放弃对所有人的期待才是安稳的。”

20、“不乖乖睡觉的孩子会到月球罚站。”

··~··~···~··~~··~·~··~···~~~·~~··~· L每晚和你说晚安的微博视频 收起d",不违规,,,,,,
6963,英媒：阿森纳有意格雷茨卡，德国中场被视为性价比选择,不违规,,,,,,
6964,"一看就会的有氧健身操,坚持一周身材变苗条-爱奇艺",不违规,,,,,,
6965,每次出来玩都好困 ​,不违规,,,,,,
6966,杭州半日自驾游🚗休闲转山玩水路线攻略,不违规,,,,,,
6967,赌气的赌为什么是贝字旁？,不违规,,,,,,
6968,梦幻花园超话#梦幻花园春日漫游#开启梦幻花园春日漫游，从一片荒地出发，亲手打造专属天地，种花造景、解锁治愈风景。春风拂过，繁花盛开，处处皆是温柔与美好，慢享治愈好时光。一起来看看今天的探险活动吧，加油一起梦幻花园！#超话创作官##超话repo日记# L我是庆王爷的微博视频  ​,不违规,,,,,,
6969,辛苦了，杨家姐妹。#wcba全明星周末##心潮澎湃##小麦出球差#杨力维超话 2西安·曲江竞技中心 ​,不违规,,,,,,
6970,每日供养（第5246天） | 以此回向，愿求者如愿，愿苦者得乐，愿这世界吉祥安乐，愿每颗心充满善念！🌹🌹🌹🙏🙏🙏一切众生吉祥！世间无有灾厄！,不违规,,,,,,
6971,强烈分享一个卖货App，个人兼职副业赚钱，时间自由,不违规,,,,,,
6972,【修仙病】你扣姐是那种一出生就被家人好好宠爱的大小姐，长得特别漂亮，然后很小很小的时候被发现有修仙天赋，发现的过程是玩玩具结果给家门连门带墙都轰没半个。洛哥回来一看在这么下去真的要家徒四壁了就给孩子送去修仙，把孩子托付给好朋友朱尔斯，朱尔斯是法拉利掌门的得意门生，扣儿在朱尔斯的帮助下在摸爬滚打，靠着自己的天赋和实力在一帮小孩里崭露头角，很勤奋很努力，有一次找朱尔斯练剑结果你17哥练到一半找洛哥玩去了，扣儿一个人在那练了几个小时的剑。就这样你扣一路长成了一个漂亮美丽的一拳能轰飞半座山一剑能劈死十头妖兽的修仙界传奇。扣姐一路走来踏踏实实每一次大比都是数一数二，不仅迷倒万千师弟师妹，还让一众门派的掌门和长老都想把他收入麾下。宗门大比的时候你扣一人轮流对战十几个天才少年，以绝对碾压的恐怖姿态问鼎当年艾弗尔比赛的冠军。在选门派时十分坚定地选择了法拉利这个豪门，想要在法拉利成为天下第一剑修，重振法拉利的光辉 收起d,不违规,,,,,,
6973,【海安致敬见义勇为“最美护士”】一份确认证书，一份奖励慰问金，让每一份善举都有回响。3月20日下午，海安市见义勇为基金会负责人向见义勇为人员、护士孙诗卉颁发奖励证书和慰问金。1月22日下午，一名老人在海安市吉庆加油站附近发生交通事故，头部流血不止，情况十分危急。刚刚完成上门护理服务的京东健康签约护士孙诗卉途经现场，她拨开围观群众，立即上前跪地施救，为受伤老人包扎，为挽救老人生命赢得了黄金时间，直到120救护车赶到后才悄悄离开。经海安市公安机关调查核实，孙诗卉，1994年1月生，江苏省泰州市姜堰区人，其在关键时刻抢救因交通事故受伤老人的行为被确认为见义勇为。海安市见义勇为基金会负责人表示，全社会要及时发现见义勇为线索，宣传见义勇为事迹，不论籍贯与职业，第一时间予以确认和褒奖，让每一份善举都有回响，让见义勇为精神在全社会蔚然成风。 收起d,不违规,,,,,,
